	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L2_CD49a	L3_CD49a
RP23-261O3.1	0	0	0	0	0	0	0	0	0	0	0
RP23-261O3.2	0	0	0	0	0	0	0	0	0	0	0
RP23-261O3.3	0	0	0	0	0	0	0	0	0	0	0
RP23-261O3.4	0	0	0	0	0	0	0	0	0	0	0
RP23-261O3.5	1	0	0	0	1	2	0	2	1	3	2
RP23-352M7.2	0	0	0	0	0	0	0	0	0	0	0
RP23-352M7.1	0	0	0	0	0	0	0	0	0	0	0
RP24-279F18.1	0	0	0	0	0	0	0	1	0	0	0
RP23-462B19.2	0	0	0	0	0	0	0	0	0	0	0
Col12a1	8	0	0	0	4	0	12	0	0	0	4
RP24-141A7.1	0	0	0	2	0	5	0	0	0	0	0
Cox7a2	4038	2909	2078	2959	2287	3282	4618	4120	3570	4057	3357
Tmem30a	2066	1433	1136	3476	3054	3454	2263	2156	2108	3198	2644
RP23-469I15.2	6	4	1	3	2	21	4	0	1	10	0
Filip1	0	0	0	37	31	21	0	0	0	1	20
RP23-469I15.4	0	0	0	0	0	0	0	0	0	0	0
RP23-228J12.1	0	0	0	0	0	0	0	0	0	0	0
RP23-228J12.2	0	0	0	0	0	0	0	0	0	0	0
Gm25433	0	0	0	0	0	0	0	0	0	0	0
RP24-63G9.4	0	0	0	0	0	0	0	0	0	0	0
Senp6	3298	3105	1889	3252	3345	3683	2925	2683	2708	2869	2581
RP24-63G9.3	0	0	2	0	0	4	1	0	2	0	1
RP24-63G9.2	29	48	30	21	18	21	51	5	52	27	11
Myo6	48	18	5	95	198	159	127	63	110	231	147
RP24-300P2.1	0	0	0	0	0	3	0	0	0	0	0
Impg1	0	1	0	0	2	0	5	0	1	1	0
CH25-502A9.2	0	0	0	0	0	0	0	0	0	0	0
CH25-502A9.1	0	0	0	0	0	0	0	0	0	0	0
RP23-442O9.1	0	0	0	0	0	0	0	0	0	0	0
RP24-325L16.1	0	0	0	0	0	0	0	0	0	0	0
RP23-417D20.1	0	0	0	0	0	0	0	0	0	0	0
RP23-181I6.1	0	0	0	0	0	0	0	0	0	0	0
RP24-129O14.1	0	0	0	0	0	0	0	0	0	0	0
RP23-125F8.1	0	0	0	0	0	0	0	0	0	0	0
Htr1b	7	0	0	5	0	0	0	0	0	0	0
RP24-290P19.2	0	0	0	0	0	1	0	0	0	1	0
RP24-290P19.4	114	83	75	70	44	72	94	75	77	63	80
RP23-187J1.1	0	0	0	0	0	0	0	0	0	0	0
Mei4	21	2	2	0	0	0	13	7	6	0	11
RP23-15C15.2	0	0	0	0	0	0	0	0	0	0	0
RP23-316O20.1	0	0	0	0	0	0	0	0	0	0	0
RP24-161L16.1	0	0	0	0	0	0	0	0	0	0	0
Gm23748	0	0	0	0	0	0	0	0	0	0	0
RP24-161L16.3	0	0	0	0	0	0	0	0	0	0	0
RP24-161L16.2	0	0	0	0	0	0	0	0	0	0	0
Gm22836	0	0	0	0	0	0	0	0	0	0	0
Gm24393	0	0	0	0	0	0	0	0	0	0	0
RP23-452E7.2	0	0	0	0	0	0	0	0	0	0	0
Irak1bp1	64	86	34	50	38	75	70	45	46	56	58
Phip	1306	1771	1061	1750	1654	1827	1155	1228	1373	2035	1442
RP23-13G1.9	0	12	0	1	10	5	3	2	0	20	16
RP23-13G1.6	0	0	0	0	0	0	0	0	0	0	0
RP23-13G1.8	0	0	0	2	0	0	0	3	0	1	0
Hmgn3	28	51	39	7	8	33	24	21	42	21	18
RP23-13G1.7	8	10	6	15	2	17	14	2	13	19	14
RP23-13G1.4	0	0	0	1	0	0	0	0	0	0	0
RP24-388H18.1	0	0	1	0	0	0	0	0	1	0	1
RP23-341H6.1	0	0	0	0	0	0	0	0	0	0	0
RP23-72A20.11	0	0	0	0	0	0	0	0	0	0	0
Lca5	34	20	7	22	25	41	14	14	4	43	18
Rps27a-ps2	1	0	0	0	0	0	4	3	4	0	0
RP23-72A20.9	0	0	0	0	0	0	0	0	0	0	0
RP23-72A20.2	1	0	0	0	0	0	0	0	0	0	0
RP23-72A20.8	0	0	0	0	0	1	0	0	1	0	0
RP23-72A20.10	0	0	0	0	0	0	0	0	0	0	0
Sh3bgrl2	40	29	8	49	21	31	46	51	66	11	10
RP24-221A9.1	0	0	0	0	0	0	0	0	0	0	0
RP23-101D11.3	0	0	0	0	0	0	0	0	0	0	0
RP23-101D11.2	0	0	0	0	0	0	0	0	0	0	0
Elovl4	11	19	3	5	24	25	32	0	5	19	3
Ttk	0	6	8	13	0	7	0	0	5	27	8
RP23-218I3.4	0	0	0	2	0	4	0	0	1	0	0
Bckdhb	37	11	8	12	8	3	38	38	32	18	18
Gm29163	0	0	2	1	0	0	0	0	0	1	0
RP24-255L24.1	0	2	1	1	0	1	0	0	1	0	1
RP23-44C21.2	0	0	0	0	0	0	0	0	0	0	0
Gm26146	0	0	0	0	0	0	0	0	0	0	0
RP24-465F1.1	0	0	0	0	0	0	0	0	0	0	0
RP23-58N8.1	0	0	0	0	0	0	0	0	0	0	2
RP23-329B5.1	0	0	0	0	0	0	0	0	0	0	0
Gm26126	0	0	0	0	0	0	0	0	0	0	0
RP23-329B5.2	0	0	0	0	0	0	0	0	0	0	0
RP23-61B14.1	0	0	0	0	0	0	0	0	0	0	0
RP23-61B14.3	0	0	0	0	0	0	0	0	0	0	0
RP23-61B14.2	0	0	0	0	1	0	0	0	0	0	0
RP23-61B14.4	0	0	0	0	0	0	0	0	0	0	0
RP23-230A14.1	4	3	7	3	1	4	4	1	3	4	3
RP23-230A14.2	0	0	0	0	0	0	0	0	0	0	0
RP23-142F22.2	0	0	0	0	0	0	0	0	0	0	0
RP23-142F22.1	0	0	0	0	0	0	0	0	0	0	0
Gm11114	0	0	0	2	0	0	0	0	0	0	2
Fam46a	391	414	224	820	626	978	523	598	432	895	848
RP24-216P6.3	0	0	0	0	0	1	0	0	0	0	0
RP24-216P6.1	0	0	0	0	0	0	0	0	0	0	0
RP24-216P6.4	0	0	0	0	0	0	0	0	0	0	0
Gm25125	0	0	0	0	0	0	0	0	0	0	0
RP24-86K19.1	0	0	0	0	0	0	0	0	0	0	0
RP23-58N8.7	0	0	0	0	0	0	0	0	0	0	0
Ibtk	2943	2290	1613	2801	2492	2883	2365	2913	2309	2649	2522
RP23-58N8.6	30	22	11	13	21	24	12	22	20	29	16
Gm22830	0	0	0	0	0	0	0	0	0	0	0
RP23-58N8.4	1	0	0	0	0	0	0	2	0	0	0
RP23-58N8.5	0	0	0	0	0	0	0	0	0	0	0
RP24-511A23.2	1	2	0	2	0	2	0	0	2	0	0
Tpbg	48	28	17	83	86	76	23	16	42	65	65
RP24-511A23.3	0	0	0	0	0	0	0	0	0	0	0
RP23-103I7.1	0	0	0	0	0	0	0	0	0	0	0
Ube2cbp	475	373	234	125	131	176	355	359	370	247	222
RP24-325M3.2	1	0	0	1	0	0	0	0	2	0	0
Dopey1	744	853	419	766	697	614	756	596	612	621	647
RP23-27L18.4	3	9	2	0	2	1	0	9	1	5	0
Pgm3	558	470	350	573	435	501	761	558	479	475	458
Rwdd2a	36	6	10	34	27	21	18	8	5	28	7
Me1	23	0	4	44	14	20	6	0	15	39	17
RP23-363K7.6	2	0	0	0	0	0	0	0	0	0	0
RP23-363K7.1	0	0	0	0	0	0	0	0	0	0	0
Gm25949	0	0	0	0	0	0	0	0	0	0	0
Gm22138	0	0	0	0	0	0	0	0	0	0	0
RP23-363K7.5	0	0	0	0	0	0	0	0	0	0	0
Prss35	0	0	0	0	0	0	0	0	0	0	0
Snap91	0	1	0	0	0	0	0	0	0	0	0
RP23-363K7.4	0	0	0	0	0	0	0	0	0	0	0
RP24-148D3.3	0	0	0	0	0	0	0	0	0	0	0
Ripply2	0	0	0	0	0	0	0	0	0	0	0
Cyb5r4	2197	1770	1012	2492	2225	2397	2043	1867	1735	2090	2030
RP23-80D1.1	0	0	0	0	0	0	0	0	0	0	0
Mrap2	0	3	0	5	2	1	1	0	0	1	6
RP24-399O5.5	0	0	0	0	2	2	0	0	0	3	1
Cep162	105	98	52	217	226	178	95	127	83	161	107
Gm24649	0	0	0	0	0	0	0	0	0	0	0
RP23-367C15.1	0	0	0	0	0	0	0	1	0	0	0
RP24-69K24.1	0	0	0	0	0	0	0	0	0	0	0
Tbx18	0	0	0	0	0	0	0	0	0	0	0
RP23-353O7.5	0	0	0	0	0	0	0	0	0	0	0
RP23-353O7.3	0	0	0	0	0	0	0	0	0	0	0
RP23-353O7.4	0	0	0	0	0	0	0	0	0	0	0
Gm25528	0	0	0	0	0	0	0	0	0	0	0
Gm23176	0	0	0	0	0	0	0	0	0	0	0
RP24-160E3.1	0	0	0	0	0	0	0	0	0	0	0
RP23-338I1.3	0	0	0	0	0	0	0	0	0	0	0
RP23-338I1.1	0	0	0	0	0	0	0	0	0	0	0
RP23-118M23.4	0	0	0	0	0	0	0	0	0	0	0
RP23-118M23.7	0	0	0	0	1	0	0	0	0	0	0
RP23-118M23.8	0	0	0	0	0	0	0	0	0	0	0
Nt5e	297	273	194	889	929	807	194	485	240	1132	697
Snx14	52	139	61	304	361	421	57	188	120	229	165
AC116713.2	2	1	1	0	1	0	2	2	1	2	0
RP23-118M23.1	1	0	1	0	1	0	0	0	0	0	0
RP24-286H7.4	20	20	14	21	15	22	33	18	20	24	15
Syncrip	10110	8135	5208	6832	5774	7070	8513	8250	7179	7206	6413
Snhg5	1058	790	561	701	392	749	1365	1056	1111	688	584
Snord50a	0	0	0	0	0	0	0	0	0	0	0
Snord50b	0	0	0	0	0	0	0	0	0	0	0
Gm22985	0	0	0	0	0	0	0	0	0	0	0
Zfp949	68	83	32	127	145	155	17	29	36	141	91
Gm26461	1	0	0	2	7	0	1	1	2	0	1
Trim43a	0	0	0	0	1	0	0	0	0	0	0
RP23-46B12.5	0	0	5	10	8	4	1	8	1	8	2
RP23-46B12.11	0	0	0	0	0	0	0	0	0	0	0
Gm23017	0	0	0	0	0	0	0	0	0	0	0
RP23-46B12.7	1	0	0	7	3	9	0	4	2	1	2
RP23-46B12.6	2	0	1	9	1	2	2	6	5	2	8
Mthfsl	142	122	78	293	236	217	180	270	221	322	254
RP23-229N10.2	0	0	0	1	2	4	0	0	0	2	2
Bcl2a1d	1341	1225	648	3794	2892	4254	2132	2287	2024	4500	3696
RP23-386A10.2	2	0	0	8	14	20	1	3	5	14	6
Gm26082	0	0	0	0	0	0	0	0	0	0	0
RP23-229N10.3	0	0	0	0	0	0	0	0	0	0	0
RP23-229N10.1	0	0	0	0	0	1	0	0	0	0	0
Trim43c	0	0	0	0	0	0	0	0	0	1	0
RP23-229N10.4	2	0	0	6	7	6	0	0	0	7	4
RP23-136C5.9	0	0	0	0	0	0	0	0	0	0	0
Gm26135	0	0	0	0	0	0	0	0	0	0	0
RP24-529L21.2	0	1	0	0	0	0	0	0	0	0	0
RP24-529L21.3	0	0	0	0	0	0	5	0	0	0	1
Gm23707	0	0	0	0	0	0	0	0	0	0	0
Bcl2a1a	59	23	32	68	62	68	26	10	39	177	156
RP24-529L21.6	0	0	0	0	0	0	0	0	0	0	0
RP24-529L21.7	0	0	1	0	0	0	0	0	0	1	3
Gm24463	0	0	0	0	0	0	0	0	0	0	0
RP23-136C5.8	0	0	0	0	0	0	0	0	0	0	0
Trim43b	0	0	0	0	0	0	0	0	0	0	0
RP23-136C5.4	0	0	0	4	6	6	0	0	4	0	6
Gm26423	0	0	0	0	1	1	0	0	0	0	0
Bcl2a1b	978	898	542	1308	1105	1478	1309	1364	1040	1730	1480
RP23-121I20.3	0	0	0	0	0	0	0	0	0	0	0
Mthfs	73	80	27	114	116	130	118	80	82	123	77
RP23-121I20.2	1	4	0	4	2	5	0	0	0	13	7
RP23-407B23.4	5	6	1	5	3	3	7	1	2	2	5
RP23-407B23.1	0	0	0	0	0	0	0	0	0	0	2
RP24-340L11.5	0	0	0	0	0	0	0	0	0	0	0
RP24-340L11.6	0	0	0	0	0	0	0	0	0	0	0
Tmed3	788	547	475	394	423	522	880	731	646	602	527
Ankrd34c	0	0	0	0	0	0	0	0	0	0	0
RP24-340L11.4	0	0	0	0	0	0	0	0	0	0	0
Mir184	0	0	0	0	0	0	0	0	0	0	0
RP23-184F1.3	0	0	0	0	0	0	0	0	0	0	0
RP23-184F1.2	0	0	0	0	0	0	0	0	0	0	0
Rasgrf1	0	0	0	0	6	0	0	0	0	6	13
Gm23759	0	0	0	0	0	0	0	0	0	0	0
RP23-118J13.2	0	0	0	0	0	0	1	0	0	0	0
Ctsh	161	71	87	297	84	83	321	138	184	293	189
Morf4l1	2126	1714	1007	2108	1869	2135	1983	2050	1766	2001	1675
Gm26882	5	1	1	1	1	4	2	0	0	0	0
RP24-89F9.7	2	2	2	7	4	2	4	2	5	5	1
RP24-89F9.4	0	0	0	0	0	0	0	0	0	0	0
Adamts7	0	0	0	1	0	2	2	1	2	4	1
Tbc1d2b	522	487	195	1694	2309	1898	913	839	938	1333	1090
RP23-24D16.1	3	2	0	1	5	2	6	1	1	3	0
RP24-216M10.1	0	0	0	0	0	0	4	0	0	0	0
Gm22717	0	0	0	0	0	0	0	0	0	0	0
Gm22866	0	0	0	0	0	0	0	0	0	0	0
RP23-250E15.2	0	0	0	0	0	0	0	0	0	0	0
RP23-19M11.3	0	0	0	0	0	0	0	0	0	0	0
RP23-250E15.1	0	0	0	0	0	0	0	0	0	0	0
RP23-19M11.1	0	0	0	0	0	0	0	0	0	0	0
RP23-19M11.2	0	0	0	0	0	0	0	0	0	0	0
RP23-250E15.3	0	0	0	0	0	0	0	0	0	0	0
RP23-480D7.1	0	0	0	0	0	0	0	0	0	0	0
RP24-135P4.1	4	5	6	3	3	3	2	5	3	3	3
RP24-135P4.2	0	0	0	0	0	0	0	0	0	0	0
RP23-186M2.2	0	0	0	0	0	0	0	0	0	1	0
RP23-186M2.1	0	0	0	0	0	0	0	0	0	0	0
RP23-186M2.3	0	0	0	0	0	0	0	0	0	0	0
RP23-340C13.5	0	0	0	0	0	0	0	0	0	0	0
RP23-340C13.4	0	0	0	0	0	0	0	0	0	0	0
RP23-340C13.11	0	0	0	0	0	0	0	0	0	0	0
RP23-340C13.8	0	0	0	0	0	0	0	0	0	0	0
Zic1	0	0	0	0	0	0	0	0	0	0	0
Zic4	0	0	0	0	0	0	0	0	0	0	0
RP23-340C13.9	0	0	0	0	0	0	0	0	0	0	0
RP23-146C24.2	0	0	0	0	0	0	0	0	0	0	0
RP23-36P5.1	0	0	0	0	0	0	0	0	0	0	0
Gm26101	0	0	0	0	0	0	0	0	0	0	0
RP24-90N20.1	0	0	0	2	0	1	7	0	2	0	3
Plscr5	0	1	0	0	0	1	0	0	0	0	0
Plscr1	3292	2327	1617	4908	5057	5589	1370	1571	1281	4000	3072
Mir6386	5	5	0	8	8	4	2	2	3	4	6
Plscr2	4	3	7	11	8	31	0	0	0	15	5
RP23-331P8.5	0	0	0	0	0	0	0	0	0	0	0
RP23-21J17.1	0	0	3	0	3	0	0	0	0	3	0
RP23-21J17.2	0	0	0	0	0	0	0	0	0	0	0
Plscr4	11	3	3	13	26	5	5	3	7	9	20
Gm25417	0	0	0	0	0	0	0	0	0	0	0
RP23-298I7.2	0	13	3	10	6	21	5	1	0	5	2
RP23-298I7.4	0	0	0	0	0	0	0	0	0	0	0
Plod2	191	78	66	430	361	442	43	123	58	164	223
RP23-298I7.3	0	0	0	0	0	0	0	0	0	0	0
RP23-18K24.1	0	0	0	1	0	0	0	0	0	0	0
RP23-142I8.1	0	0	0	0	0	0	0	0	0	0	0
RP24-331H14.3	0	0	0	0	0	0	0	0	0	0	0
RP24-331H14.2	0	0	0	0	0	0	0	0	0	0	1
RP24-331H14.1	0	0	0	0	0	0	0	0	0	0	0
RP23-296L9.1	0	0	0	1	2	2	2	0	2	0	0
RP23-237M15.1	0	0	0	0	0	0	0	0	0	0	0
RP23-374L19.1	0	0	0	0	0	0	0	0	0	0	0
Gm24200	0	0	0	0	0	0	0	0	0	0	0
RP23-19M11.4	1	0	0	0	0	0	0	0	0	0	0
RP23-358J5.1	0	0	0	0	0	0	0	0	0	0	0
RP23-253N17.1	1025	734	490	1436	1346	1345	746	776	861	1123	795
RP24-361K14.1	0	0	0	0	0	0	0	0	0	0	0
Gm24178	0	0	0	0	0	0	0	0	0	0	0
RP23-106P6.3	0	0	0	0	0	0	0	0	7	3	0
Slc9a9	200	180	95	309	452	314	184	135	147	238	202
RP23-106P6.1	0	0	0	0	0	0	0	0	0	0	0
Mir7656	0	0	0	0	2	0	0	0	0	1	0
RP23-365J20.3	1	0	0	0	0	0	0	0	0	0	0
Chst2	1890	1455	1090	385	633	522	835	666	707	605	381
RP24-324I23.4	13	16	8	2	2	3	10	20	3	8	3
RP24-324I23.3	0	7	0	0	0	0	0	0	0	0	0
RP23-260J19.4	0	0	0	0	0	0	0	0	0	0	0
U2surp	5177	4698	3050	4803	4964	5383	4884	4914	4475	4529	4173
RP23-260J19.3	19	8	9	9	1	3	6	13	14	14	14
RP23-260J19.5	0	0	0	0	0	0	0	0	0	0	0
Paqr9	3	0	0	0	0	0	0	0	0	0	0
AC157947.3	0	0	0	0	0	0	0	0	0	0	0
RP23-238L21.5	0	0	0	0	0	0	0	0	0	0	0
Gm25582	0	0	0	0	0	0	0	0	0	0	0
AC157947.2	0	0	0	0	0	0	0	0	0	0	0
Pcolce2	8	3	1	10	1	14	7	0	1	1	3
Itpa-ps2	0	0	0	0	0	0	0	0	0	0	0
Trpc1	3	0	0	33	12	10	16	22	0	19	32
Pls1	45	48	22	1	23	27	32	35	33	84	26
RP23-283E4.1	22	26	6	7	15	41	12	46	3	21	6
Atr	1476	1191	937	1031	864	991	1512	1540	1543	1351	1245
Gm24004	0	0	0	0	0	0	0	0	0	0	0
RP23-269E5.5	28	25	8	31	28	51	27	28	34	60	26
Xrn1	753	734	416	1282	1151	1266	573	559	606	1104	826
RP23-269E5.14	0	0	0	0	0	0	0	0	0	0	0
RP23-269E5.9	6	6	4	14	2	13	9	7	5	11	11
RP23-269E5.10	6	6	0	32	8	4	5	21	6	9	5
Gk5	72	58	15	67	103	76	63	32	52	39	65
Tfdp2	41	30	24	102	179	60	81	57	60	112	69
RP23-53H1.3	0	1	0	5	0	0	0	0	0	0	0
RP24-345A14.5	0	0	0	0	0	0	0	0	0	0	0
Atp1b3	9850	7811	4726	9510	10070	9474	9335	9669	7878	10982	8943
RP24-345A14.4	24	2	2	29	41	19	40	0	15	55	41
Rnf7	2156	1378	988	1248	998	1440	2180	2147	1787	1612	1526
RP24-91A16.3	2	0	0	0	0	0	0	0	0	0	0
Gm27289	0	0	0	0	0	0	0	0	0	0	0
RP24-91A16.4	2	2	3	0	4	6	5	0	7	8	1
Rasa2	3244	2626	1532	3401	3447	3486	2421	2749	2210	3201	2513
n-R5s87	4	2	1	0	0	0	1	4	2	1	1
RP24-91A16.5	4	1	0	0	0	5	2	3	9	1	0
Zbtb38	86	98	46	337	392	237	109	103	45	220	126
RP24-217M7.4	0	8	4	15	19	6	5	1	8	3	13
RP24-217M7.2	2	0	1	2	2	2	4	0	0	2	0
RP23-128A11.6	0	0	0	0	0	0	0	0	0	0	0
RP23-128A11.3	1	2	4	0	3	3	0	1	2	3	3
Pxylp1	26	0	9	61	77	68	25	47	17	65	59
RP23-128A11.5	2409	1541	849	1497	1412	1534	2205	1921	1956	1930	1780
RP23-128A11.4	7	3	1	1	1	3	3	1	3	1	2
Spsb4	0	0	0	0	4	0	0	0	0	0	0
RP23-401G21.1	0	1	0	0	0	0	0	0	0	3	0
RP23-401G21.4	0	0	0	0	0	0	0	0	0	1	0
RP23-401G21.7	8	1	3	6	3	3	18	8	0	2	4
Gm26767	62	33	24	18	19	40	28	49	45	33	11
Slc25a36	927	744	416	598	493	595	836	811	842	575	527
RP23-401G21.3	16	9	7	11	15	8	22	18	27	17	13
Rpl7a-ps10	3	2	0	1	0	3	1	1	2	0	2
RP23-389M9.3	0	0	0	0	0	0	0	0	0	0	0
RP23-389M9.4	0	0	0	0	0	0	0	0	0	0	0
RP23-389M9.5	0	0	0	0	0	0	0	0	0	0	0
RP23-389M9.6	0	0	0	0	0	0	0	0	0	0	0
Trim42	0	0	0	0	0	0	0	0	0	0	0
RP23-389M9.2	0	0	0	0	0	0	0	0	0	0	0
Gm25607	0	0	0	0	0	0	0	0	0	0	0
Clstn2	0	0	0	0	1	0	0	0	0	0	1
RP23-263D11.1	0	0	0	0	0	0	0	0	0	0	0
RP23-344D18.2	0	0	0	0	0	0	0	0	0	0	0
RP23-321E5.1	0	0	0	0	0	0	0	0	0	0	0
Nmnat3	288	256	230	246	174	249	529	356	326	379	301
RP23-300D5.1	23	34	15	20	15	17	57	33	22	28	31
Rbp1	2	0	3	1	1	3	2	0	7	2	0
Rbp2	0	0	0	0	0	0	0	0	0	0	0
RP23-307B15.3	0	0	0	0	0	0	0	0	0	0	0
RP23-307B15.1	5	4	3	10	7	0	14	5	8	14	8
Copb2	4982	3454	2501	4911	4899	4552	3919	3474	3529	4130	3898
RP23-307B15.5	10	7	9	3	10	3	13	2	12	7	6
Mrps22	1147	701	528	835	538	663	1036	847	883	760	779
RP24-116C1.9	12	15	11	29	16	41	39	8	54	64	23
Gm27919	0	0	0	0	0	0	0	0	0	0	0
Pisrt1	0	0	0	0	0	0	0	0	0	0	0
RP24-116C1.7	0	0	0	0	0	0	0	0	0	0	0
RP24-116C1.6	0	0	0	0	0	0	0	0	0	0	0
RP24-116C1.5	0	1	0	0	0	1	0	0	0	0	0
RP24-116C1.8	0	1	0	0	0	1	0	0	0	0	0
Prr23a1	0	0	0	0	0	0	0	0	0	0	0
Prr23a2	0	0	0	0	0	0	0	0	0	0	0
Prr23a3	0	0	0	0	0	0	0	0	0	0	0
RP24-207M20.2	1	0	0	0	0	0	1	0	1	0	0
RP24-207M20.5	0	0	0	0	0	0	0	0	0	0	0
RP24-225E14.5	0	0	0	0	0	0	0	0	0	0	0
RP24-225E14.11	0	0	0	0	0	0	0	0	0	0	0
RP24-225E14.9	0	0	0	0	0	0	0	0	0	0	0
Foxl2os	0	0	0	0	0	0	0	0	0	3	0
Foxl2	0	1	0	1	0	0	0	0	0	2	0
Faim	1448	1310	809	1238	1134	1222	1470	1182	1409	1504	1249
RP24-225E14.3	0	3	1	3	8	4	1	2	2	6	1
Pik3cb	212	233	120	283	234	313	458	264	287	270	236
RP23-114N1.6	0	0	0	0	1	0	0	0	0	0	0
Faiml	0	0	0	5	0	0	0	0	0	0	0
RP23-114N1.2	0	0	0	1	0	0	0	0	0	0	0
Cep70	68	55	51	113	150	172	88	53	144	75	129
RP23-114N1.10	0	0	0	0	0	0	0	1	0	0	0
RP23-114N1.9	0	0	0	0	0	0	0	3	0	0	2
RP23-114N1.8	1	0	3	1	2	0	0	0	0	0	3
RP23-114N1.5	0	0	0	2	0	0	0	0	0	2	1
Esyt3	0	0	0	0	7	0	0	0	0	1	12
RP23-114N1.4	0	0	0	0	0	0	0	0	0	0	0
RP24-349B6.3	0	0	0	0	0	0	0	0	0	0	0
Mras	2	7	3	0	1	3	0	0	0	0	1
Nme9	0	4	2	0	2	1	4	0	0	0	0
Armc8	2536	1925	1316	2252	1839	2172	2270	2030	1895	2008	2007
Dbr1	1280	943	676	983	1091	1079	1109	1223	1105	1047	890
A4gnt	0	0	0	0	0	0	0	0	0	0	0
Dzip1l	0	0	0	0	0	0	0	0	0	0	2
Cldn18	0	0	4	1	0	2	0	0	1	0	0
RP23-148A16.3	0	0	0	0	0	0	0	0	0	0	0
Gm23949	0	0	0	0	0	0	0	0	0	0	0
RP23-52K6.2	0	0	0	0	0	0	0	0	0	0	0
Sox14	0	0	0	0	0	0	0	0	0	0	0
Gm23594	0	0	0	0	0	0	0	0	0	0	0
RP23-14N2.2	1	0	0	0	1	1	0	0	2	1	1
RP23-14N2.1	0	0	0	0	0	0	0	0	0	0	0
RP24-136L12.1	0	0	0	0	0	0	0	0	0	0	0
RP24-294E6.1	0	0	0	0	0	0	0	0	0	0	0
RP23-368K22.5	0	0	3	0	0	0	0	0	0	4	5
RP23-368K22.2	0	0	0	0	0	0	0	0	0	0	0
RP23-368K22.3	0	0	0	0	0	0	0	0	0	0	0
Il20rb	36	49	30	70	53	69	52	40	63	57	69
Nck1	1303	1150	717	1328	991	1303	1426	1216	1072	1371	1094
RP24-535L7.6	0	0	0	1	0	0	0	0	0	1	0
Slc35g2	2	7	2	0	5	0	3	0	1	4	1
Stag1	1737	1425	959	1847	2015	1728	1664	1413	1303	1801	1497
RP23-116P18.5	0	0	0	0	0	0	0	0	0	0	0
RP23-116P18.1	2	2	0	1	0	3	2	1	1	2	3
RP23-116P18.2	8	8	11	6	9	5	24	17	3	9	12
RP23-116P18.4	0	4	0	0	0	3	0	0	0	2	0
RP23-260F15.2	0	2	0	3	0	0	1	0	6	0	7
Pccb	63	58	42	13	23	35	93	77	25	28	37
RP24-456L17.4	0	0	0	0	0	0	0	0	0	0	0
Msl2	2290	1745	1189	2291	2435	2607	2063	2251	1883	2401	1766
WI1-1981I9.5	4	5	0	2	0	3	3	1	5	0	4
Ppp2r3a	756	809	330	586	697	577	973	713	626	738	596
WI1-1981I9.2	14	21	17	8	7	14	16	22	9	5	10
WI1-1981I9.3	8	30	5	20	9	8	69	34	34	38	25
RP24-308L17.1	1	3	0	0	2	0	0	0	3	4	0
RP24-308L17.5	7	1	2	4	3	2	7	14	5	5	6
RP24-308L17.2	6	11	1	8	5	21	26	2	10	10	10
Gm24338	0	0	0	0	0	1	0	1	0	0	0
RP23-464K22.4	0	0	0	0	0	0	0	0	0	0	0
RP23-464K22.5	0	0	0	0	0	0	0	0	0	0	0
RP23-464K22.1	0	0	0	0	0	0	0	0	0	0	0
Gm24638	0	0	0	0	0	0	0	0	0	0	0
RP23-464K22.6	0	0	0	0	0	0	0	0	0	0	0
RP23-464K22.3	1	0	1	0	1	0	1	1	0	0	0
RP23-269P7.4	0	0	0	0	0	0	0	0	0	0	0
RP23-269P7.3	0	0	0	0	0	0	0	0	0	0	0
RP23-269P7.5	0	0	0	0	0	0	0	0	0	0	0
RP23-269P7.1	0	0	0	0	0	0	0	0	0	0	0
RP24-364K10.1	0	0	0	0	0	0	0	0	0	0	0
RP24-364K10.3	0	0	0	0	0	0	0	0	0	0	0
Ephb1	0	0	0	0	0	0	0	0	0	0	0
RP23-415M7.1	0	0	0	0	0	0	0	0	0	0	0
RP23-415M7.2	0	0	0	0	0	0	0	0	0	0	0
n-R5s88	0	0	0	0	0	0	0	0	0	0	0
RP23-462C14.2	0	0	0	0	0	0	0	0	0	0	0
RP23-462C14.1	0	0	0	0	0	0	0	0	0	0	0
RP23-277L20.2	0	0	0	0	0	0	0	0	0	0	0
Mir7243	0	0	0	0	0	0	0	0	0	0	0
Gm26846	0	0	0	0	0	0	0	0	0	0	0
Gm22894	0	0	0	0	0	0	0	0	0	0	0
RP23-467E4.7	0	0	0	0	0	0	0	0	0	0	0
Ky	0	0	0	0	3	2	0	0	0	0	0
Gm25669	0	0	0	0	0	0	0	0	0	0	0
RP23-467E4.3	0	0	0	0	0	0	0	0	0	0	0
RP23-467E4.4	0	0	0	0	0	0	0	0	0	0	0
RP23-467E4.5	0	0	0	0	0	0	0	0	0	0	0
RP23-467E4.6	0	0	0	0	0	0	0	0	0	0	0
Cep63	622	597	393	546	495	536	577	565	546	610	438
Anapc13	248	238	142	193	128	242	345	330	328	290	291
RP24-221A14.4	0	0	0	0	0	0	0	0	0	0	0
RP24-221A14.5	0	0	0	0	0	0	0	0	0	0	0
Amotl2	8	0	0	31	68	49	7	0	11	16	12
RP24-221A14.2	0	0	0	0	0	0	0	0	0	0	0
RP23-274G21.3	0	0	0	0	0	0	0	0	0	0	0
